,v_fabricante,v_producto,v_cadena_busqueda,aux.matches.ip_str,aux.matches.isp,aux.matches.location.city,aux.matches.location.longitude,aux.matches.location.latitude,aux.matches.location.country_name,aux.matches.location.country_code3,aux.matches.os,aux.matches.org,aux.matches.asn
322,Cimetrics,Eplus � BIP to BWS Gateway Firewall,Cimetrics Eplus Web Server,209.152.90.4,Aureon Network Services,Fort Dodge,-94.2254,42.4488,United States,USA,NA,Aureon Network Services,AS5056
323,Cimetrics,Eplus � BIP to BWS Gateway Firewall,Cimetrics Eplus Web Server,209.152.90.3,Aureon Network Services,Fort Dodge,-94.2254,42.4488,United States,USA,NA,Aureon Network Services,AS5056
324,Cimetrics,Eplus � BIP to BWS Gateway Firewall,Cimetrics Eplus Web Server,96.84.198.82,Comcast Cable,New Britain,-72.7907,41.6903,United States,USA,NA,Comcast Business,AS7922
325,Cimetrics,Eplus � BIP to BWS Gateway Firewall,Cimetrics Eplus Web Server,96.84.198.18,Comcast Cable,New Britain,-72.7907,41.6903,United States,USA,NA,Comcast Business,AS7922
326,Cimetrics,Eplus � BIP to BWS Gateway Firewall,Cimetrics Eplus Web Server,216.3.136.32,Verizon Business,Chicago,-87.6757,41.9038,United States,USA,NA,McDonald's Corporation,AS18784
327,Cimetrics,Eplus � BIP to BWS Gateway Firewall,Cimetrics Eplus Web Server,140.142.100.7,University of Washington,Seattle,-122.3715,47.6381,United States,USA,NA,University of Washington,AS73
328,Cimetrics,Eplus � BIP to BWS Gateway Firewall,Cimetrics Eplus Web Server,209.152.90.5,Aureon Network Services,Fort Dodge,-94.2254,42.4488,United States,USA,NA,Aureon Network Services,AS5056
329,Schneider Electric,Generic,ClearSCADA,96.63.141.12,Access Communications Co-operative Limited,Estevan,-102.9842,49.1334,Canada,CAN,NA,Access Communications,AS21804
330,Schneider Electric,Generic,ClearSCADA,96.45.14.6,Eastern Irrigation District,Brooks,-111.8851,50.5834,Canada,CAN,NA,Eastern Irrigation District,AS2735
331,Schneider Electric,Generic,ClearSCADA,71.96.42.107,Verizon Internet Services,Fort Worth,-97.288,32.8524,United States,USA,NA,Frontier Communications,AS5650
332,Schneider Electric,Generic,ClearSCADA,84.243.199.167,Voiceworks BV,NA,4.89949999999999,52.3824,Netherlands,NLD,NA,Voiceworks BV,AS39647
333,Schneider Electric,Generic,ClearSCADA,188.134.242.48,COMA s.r.o.,Svitavy,16.4667,49.6667,Czech Republic,CZE,NA,COMA s.r.o.,AS15425
334,Schneider Electric,Generic,ClearSCADA,217.16.185.151,VSHosting s.r.o.,NA,14.4112,50.0848,Czech Republic,CZE,NA,VSHosting s.r.o.,AS43541
335,Schneider Electric,Generic,ClearSCADA,124.66.154.50,Singtel Enterprise,Singapore,103.8558,1.29310000000001,Singapore,SGP,NA,SingNet Pte Ltd,AS3758
336,Schneider Electric,Generic,ClearSCADA,173.239.110.25,HostMySite,Denver,-104.8847,39.6929,United States,USA,NA,HostMySite,AS20021
337,Schneider Electric,Generic,ClearSCADA,173.181.131.163,Telus Mobility,Edmonton,-113.5785,53.4179,Canada,CAN,NA,Telus Mobility,AS852
338,Schneider Electric,Generic,ClearSCADA,67.213.235.63,UBTANET,Roosevelt,-110.0487,40.3847,United States,USA,NA,UBTANET,AS30432
339,Schneider Electric,Generic,ClearSCADA,50.73.33.153,Comcast Cable,Draper,-111.8436,40.4982,United States,USA,NA,Comcast Business,AS7922
340,Schneider Electric,Generic,ClearSCADA,173.71.30.108,Verizon Internet Services,Justin,-97.3118,33.0945,United States,USA,NA,Frontier Communications,AS5650
341,Schneider Electric,Generic,ClearSCADA,12.30.186.60,AT&T Services,Benton,-93.6414,32.7132,United States,USA,NA,AT&T Services,AS7018
342,Schneider Electric,Generic,ClearSCADA,209.213.172.21,Double Dog Communications,Wellsville,-76.9322,40.0593,United States,USA,NA,Double Dog Communications,AS14686
343,Schneider Electric,Generic,ClearSCADA,217.16.185.150,VSHosting s.r.o.,NA,14.4112,50.0848,Czech Republic,CZE,NA,VSHosting s.r.o.,AS43541
344,Schneider Electric,Generic,ClearSCADA,24.173.105.134,Time Warner Cable,San Antonio,-98.5735,29.4616,United States,USA,NA,Time Warner Cable,AS11427
345,Schneider Electric,Generic,ClearSCADA,212.220.56.243,Rostelecom,NA,37.6068,55.7386,Russian Federation,RUS,NA,Rostelecom,AS12389
346,Schneider Electric,Generic,ClearSCADA,104.238.171.93,Choopa, LLC,London,-0.0930999999999926,51.5142,United Kingdom,GBR,NA,Choopa, LLC,AS20473
347,Schneider Electric,Generic,ClearSCADA,66.111.114.57,Emery Telcom,Moab,-109.6027,38.4506,United States,USA,NA,Emery Telcom,AS36728
348,Schneider Electric,Generic,ClearSCADA,173.181.141.57,Telus Mobility,Edmonton,-113.5785,53.4179,Canada,CAN,NA,Telus Mobility,AS852
349,Schneider Electric,Generic,ClearSCADA,205.206.64.218,Telus Communications,Red Deer,-113.8073,52.2954,Canada,CAN,NA,Telus Communications,AS852
350,Schneider Electric,Generic,ClearSCADA,173.185.171.116,Windstream Communications,Hobbs,-103.1478,32.82,United States,USA,Windows 7 or 8,Windstream Communications,AS7029
351,Schneider Electric,Generic,ClearSCADA,24.173.105.132,Time Warner Cable,San Antonio,-98.5735,29.4616,United States,USA,NA,Time Warner Cable,AS11427
352,Schneider Electric,Generic,ClearSCADA,173.182.7.109,Telus Communications,NA,-79.3716,43.6319,Canada,CAN,NA,Telus Communications,AS852
353,Schneider Electric,Generic,ClearSCADA,192.208.10.55,Sandwell Inc., DATAP Systems Division,Calgary,-114.0349,51.0272,Canada,CAN,NA,Sandwell Inc., DATAP Systems Division,AS36337
354,Schneider Electric,Generic,ClearSCADA,212.89.229.22,Rainside s.r.o.,NA,19.5,48.6667,Slovakia,SVK,NA,Rainside s.r.o.,AS12508
355,Schneider Electric,Generic,ClearSCADA,206.123.204.221,FastTrack Communications,Durango,-107.8488,37.4509,United States,USA,NA,City of aztec,AS30688
356,Schneider Electric,Generic,ClearSCADA,32.60.110.209,AT&T,Whitby,-78.9378,43.8719,Canada,CAN,NA,AT&T,AS2685
357,Schneider Electric,Generic,ClearSCADA,70.166.250.28,Cox Communications,Wichita,-97.3132,37.5978,United States,USA,NA,Cox Communications,AS22773
358,Schneider Electric,Generic,ClearSCADA,98.23.98.21,Windstream Communications,Dumas,-101.9508,35.8787,United States,USA,NA,Windstream Communications,AS7029
359,Schneider Electric,Generic,ClearSCADA,65.100.222.71,CenturyLink,Salt Lake City,-111.8591,40.7386,United States,USA,NA,CenturyLink,AS209
360,Schneider Electric,Generic,ClearSCADA,217.16.185.80,VSHosting s.r.o.,NA,14.4112,50.0848,Czech Republic,CZE,NA,VSHosting s.r.o.,AS43541
361,Schneider Electric,Generic,ClearSCADA,24.173.105.130,Time Warner Cable,San Antonio,-98.5735,29.4616,United States,USA,NA,Time Warner Cable,AS11427
362,Schneider Electric,Generic,ClearSCADA,63.110.12.6,Verizon Business,Big Lake,-101.53,31.296,United States,USA,NA,Verizon Business,AS701
363,Schneider Electric,Generic,ClearSCADA,68.233.149.90,Leaco Rural Telephone,Hagerman,-104.2686,33.0613,United States,USA,NA,Leaco Rural Telephone,AS16934
364,Schneider Electric,Generic,ClearSCADA,124.66.154.50,Singtel Enterprise,Singapore,103.8558,1.29310000000001,Singapore,SGP,NA,SingNet Pte Ltd,AS3758
365,Schneider Electric,Generic,ClearSCADA,24.173.105.131,Time Warner Cable,San Antonio,-98.5735,29.4616,United States,USA,NA,Time Warner Cable,AS11427
366,Schneider Electric,Generic,ClearSCADA,64.56.139.122,WiBand Communications,Beaverlodge,-119.45,55.2,Canada,CAN,NA,WiBand Communications,AS15102
367,Schneider Electric,Generic,ClearSCADA,98.23.98.21,Windstream Communications,Dumas,-101.9508,35.8787,United States,USA,NA,Windstream Communications,AS7029
368,Schneider Electric,Generic,ClearSCADA,72.54.226.58,Cbeyond Communications,Chicago,-87.6368,41.8876,United States,USA,NA,Cbeyond Communications,AS17184
369,Schneider Electric,Generic,ClearSCADA,173.239.110.26,HostMySite,Denver,-104.8847,39.6929,United States,USA,NA,HostMySite,AS20021
370,Schneider Electric,Generic,ClearSCADA,98.23.98.19,Windstream Communications,Dumas,-101.9508,35.8787,United States,USA,NA,Windstream Communications,AS7029
371,Schneider Electric,Generic,ClearSCADA,50.251.80.65,Comcast Cable,Harrisburg,-76.823,40.2897,United States,USA,NA,Comcast Business,AS7922
372,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,75.157.67.124,Telus Communications,Vancouver,-122.8251,49.1064,Canada,CAN,NA,Telus Communications,AS852
373,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,89.244.152.99,Versatel Deutschland,Velbert,7.05940000000001,51.3434,Germany,DEU,NA,Versatel Deutschland,AS8881
374,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,62.71.90.244,Telia Finland Oyj,NA,24.9375,60.1708,Finland,FIN,NA,TeliaSonera Finland Oyj,AS1759
375,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,195.210.39.144,Andrew Turnbull,NA,-0.122399999999999,51.4964,United Kingdom,GBR,NA,Andrew Turnbull,AS39602
376,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,162.247.21.225,Groupe Maskatel,Saint-hyacinthe,-72.9912,45.6139,Canada,CAN,NA,Groupe Maskatel,AS15321
377,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,193.65.52.2,Elisa Oyj,Helsinki,25.0596,60.2711,Finland,FIN,NA,Elisa Oyj,AS790
378,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,109.204.208.107,Tampereen Puhelin Oy,Tampere,23.8041,61.4957,Finland,FIN,NA,Tampereen Puhelin Oy,AS50503
379,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,24.203.57.47,Videotron Ltee,Sherbrooke,-72.0128,45.3395,Canada,CAN,NA,Videotron Ltee,AS5769
380,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,195.165.137.179,Telia Finland Oyj,NA,24.9375,60.1708,Finland,FIN,NA,TeliaSonera Finland Oyj,AS1759
381,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,89.207.136.78,IDE Group Manage Limited,Sittingbourne,0.738499999999988,51.345,United Kingdom,GBR,NA,IDE Group Manage Limited,AS35670
382,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,82.71.6.76,Zen Internet Ltd,Hackney,-0.0500000000000114,51.55,United Kingdom,GBR,NA,Zen Internet Ltd,AS13037
383,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,84.9.29.140,Vodafone Broadband,Bermondsey,-0.0666999999999973,51.5,United Kingdom,GBR,NA,Vodafone Broadband,AS25310
384,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,50.207.127.180,Comcast Cable,NA,-96.8217,32.7787,United States,USA,NA,Comcast Business,AS7922
385,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,69.70.7.226,Videotron Ltee,Mascouche,-73.6049,45.77,Canada,CAN,NA,Videotron Ltee,AS5769
386,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,66.119.23.114,SpringNet,Springfield,-93.3176,37.219,United States,USA,NA,City Of Joplin,AS21737
387,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,66.119.23.110,SpringNet,Springfield,-93.3176,37.219,United States,USA,NA,City Of Joplin,AS21737
388,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,109.204.145.38,Tampereen Puhelin Oy,Tampere,23.6721,61.5274,Finland,FIN,NA,Tampereen Puhelin Oy / Infrastructure,AS50503
389,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,87.114.76.22,Plusnet,Haringey,-0.0833000000000084,51.5833,United Kingdom,GBR,NA,Plusnet,AS6871
390,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,205.237.30.222,Commission scolaire Marguerite-Bourgeoys,Montréal,-73.5985,45.4546,Canada,CAN,NA,Commission scolaire Marguerite-Bourgeoys,AS376
391,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,50.202.35.89,Comcast Cable,Holyoke,-72.6409,42.2238,United States,USA,NA,Comcast Business,AS7922
392,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,217.169.6.46,Andrews & Arnold Ltd,Bexhill,0.45089999999999,50.8519,United Kingdom,GBR,NA,Andrews & Arnold Ltd,AS20712
393,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,195.165.138.229,Telia Finland Oyj,NA,24.9375,60.1708,Finland,FIN,NA,TeliaSonera Finland Oyj,AS1759
394,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,71.86.30.174,Spectrum,Saint Louis,-90.3469,38.5899,United States,USA,NA,Spectrum,AS20115
395,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,199.244.134.200,City of South Lake Tahoe,South Lake Tahoe,-120.0139,38.8479,United States,USA,NA,City of South Lake Tahoe,AS7018
396,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,24.84.25.165,Shaw Communications,Vancouver,-123.0667,49.2795,Canada,CAN,NA,Shaw Communications,AS6327
397,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,74.198.191.185,Rogers Wireless,Brampton,-79.7021,43.7942,Canada,CAN,NA,Rogers Wireless,AS20453
398,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,68.188.82.146,Spectrum,Saint Louis,-90.5016,38.71,United States,USA,NA,Spectrum,AS20115
399,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,84.45.218.169,Entanet,NA,-0.122399999999999,51.4964,United Kingdom,GBR,NA,Entanet,AS8468
400,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,195.162.122.18,Gamma Telecom Holdings Ltd,Notting Hill,-0.216700000000003,51.5167,United Kingdom,GBR,NA,Gamma Telecom Holdings Ltd,AS31655
401,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,75.130.116.146,Spectrum,Suffolk,-76.6097,36.7044,United States,USA,NA,Spectrum,AS20115
402,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,184.69.118.54,Shaw Communications,Nanaimo,-124.02,49.2146,Canada,CAN,NA,Shaw Communications,AS6327
403,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,178.219.132.141,G-NET T.Serwatka W.Rakoniewski Spolka Jawna,Gieraltowice,18.7276,50.2263,Poland,POL,NA,G-NET T.Serwatka W.Rakoniewski Spolka Jawna,AS200414
404,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,62.92.134.90,Telenor Norge AS,Oslo,10.7461,59.9127,Norway,NOR,NA,Rezidor Hospitality Norway AS,AS2119
405,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,88.28.221.37,Telefonica de Espana Static IP,NA,-3.684,40.4172,Spain,ESP,NA,Telefonica de Espana Static IP,AS3352
406,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,109.1.233.161,SFR,Chamrousse,5.875,45.1282,France,FRA,NA,SFR,AS15557
407,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,24.103.7.107,Time Warner Cable,New York,-73.9862,40.7662,United States,USA,NA,Time Warner Cable,AS12271
408,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,193.64.215.250,Elisa Oyj,Helsinki,24.9294,60.2325,Finland,FIN,NA,Elisa Oyj,AS790
409,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,162.230.222.216,AT&T U-verse,Woodland,-121.6812,38.693,United States,USA,NA,AT&T U-verse,AS7018
410,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,216.215.117.98,Logix,Houston,-95.5044,29.7686,United States,USA,NA,Logix,AS11215
411,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,96.92.167.146,Comcast Cable,Medford,-71.1112,42.4247,United States,USA,NA,Comcast Business,AS7922
412,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,194.83.70.52,Jisc Services Limited,NA,-0.122399999999999,51.4964,United Kingdom,GBR,NA,West College Scotland,AS786
413,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,31.172.191.156,3S Fibertech Sp. z o.o.,Krakow,19.9802,50.0575,Poland,POL,NA,3S Fibertech Sp. z o.o.,AS50481
414,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,75.130.15.230,Spectrum,Moberly,-92.4088,39.4037,United States,USA,NA,Central Christian college,AS20115
415,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,86.184.249.230,BT,Amersham,-0.616700000000009,51.6667,United Kingdom,GBR,NA,BT,AS2856
416,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,199.231.170.186,U.S. Metropolitan Telecom, LLC,Fort Myers,-81.8997,26.5584,United States,USA,NA,U.S. Metropolitan Telecom, LLC,AS14133
417,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,89.145.217.232,Daisy Communications Ltd,NA,-0.122399999999999,51.4964,United Kingdom,GBR,NA,Daisy Communications Ltd,AS5413
418,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,96.92.131.186,Comcast Cable,Boston,-71.0993,42.3451,United States,USA,NA,Comcast Business,AS7922
419,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,91.126.207.249,Adamo Telecom Iberia S.A.,Sant Joan Despi,2.0574,41.3672,Spain,ESP,NA,Adamo Telecom Iberia S.A.U.,AS35699
420,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,178.219.132.141,G-NET T.Serwatka W.Rakoniewski Spolka Jawna,Gieraltowice,18.7276,50.2263,Poland,POL,NA,G-NET T.Serwatka W.Rakoniewski Spolka Jawna,AS200414
421,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,73.227.193.51,Comcast Cable,Boston,-71.0674,42.3616,United States,USA,NA,Comcast Cable,AS7922
422,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,64.119.216.68,Fibrenoire,Montréal,-73.6327,45.5302,Canada,CAN,NA,Fibrenoire,AS22652
423,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,75.151.47.110,Comcast Cable,Lehigh Acres,-81.6248,26.6254,United States,USA,NA,Comcast Business,AS7922
424,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,109.204.202.72,Tampereen Puhelin Oy,Tampere,23.7532,61.5006,Finland,FIN,NA,Tampereen Puhelin Oy,AS50503
425,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,108.36.253.76,Verizon Fios Business,Philadelphia,-75.1471,40.0124,United States,USA,NA,Verizon Fios Business,AS701
426,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,24.37.18.130,Videotron Ltee,Montréal,-73.6507,45.5741,Canada,CAN,NA,Videotron Ltee,AS5769
427,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,2.83.56.170,MEO,Porto,-8.61099999999999,41.1496,Portugal,PRT,NA,MEO,AS3243
428,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,47.50.235.139,Spectrum,Saint Louis,-90.2987,38.5204,United States,USA,NA,Spectrum,AS20115
429,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,216.195.129.126,Great Works Internet,Portland,-70.2553,43.6615,United States,USA,NA,Biddeford Internet Corp,AS5760
430,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,208.180.234.41,Suddenlink Communications,Bryan,-96.3238,30.6583,United States,USA,NA,Suddenlink Communications,AS19108
431,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,64.183.235.10,Time Warner Cable,Richardson,-96.7376,32.9722,United States,USA,NA,Time Warner Cable,AS11427
432,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,195.165.183.44,Telia Finland Oyj,Kouvola,26.6709,60.8669,Finland,FIN,NA,TeliaSonera Finland Oyj,AS1759
433,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,93.83.104.227,Telekom Austria,NA,16.3667,48.2,Austria,AUT,NA,Telekom Austria,AS8447
434,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,66.130.162.73,Videotron Ltee,Brossard,-73.4561,45.4414,Canada,CAN,NA,Videotron Ltee,AS5769
435,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,194.8.226.112,Suupohjan Seutuverkko Oy,Norinkylä,22.0333,62.5667,Finland,FIN,NA,Suupohjan Seutuverkko Oy,AS201172
436,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,204.93.97.95,EPB Fiber Optics,Chattanooga,-85.2307,35.0272,United States,USA,NA,EPB Fiber Optics,AS26827
437,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,69.64.101.23,Taunton Municipal Lighting Plant,Charlton,-71.9731,42.1318,United States,USA,NA,Taunton Municipal Lighting Plant,AS22018
438,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,8.18.229.122,Hotwire Business Solutions,Miami,-80.2044,25.7665,United States,USA,NA,Hotwire Business Solutions,AS23089
439,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,74.64.67.160,Time Warner Cable,Monticello,-74.6868,41.6558,United States,USA,NA,Time Warner Cable,AS12271
440,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,69.70.141.74,Videotron Ltee,Gatineau,-75.6157,45.4869,Canada,CAN,NA,Videotron Ltee,AS5769
441,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,62.71.119.23,Telia Finland Oyj,NA,24.9375,60.1708,Finland,FIN,NA,Telia Finland Oyj,AS1759
442,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,70.52.196.129,Bell Canada,Port Perry,-78.9444,44.1068,Canada,CAN,NA,Bell Canada,AS577
443,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,66.119.23.120,SpringNet,Springfield,-93.3176,37.219,United States,USA,NA,City Of Joplin,AS21737
444,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,142.169.194.218,Telus Communications,NA,-79.3716,43.6319,Canada,CAN,NA,Telus Communications,AS852
445,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,166.141.100.17,Verizon Wireless,NA,-97.822,37.751,United States,USA,NA,Verizon Wireless,AS22394
446,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,67.68.146.181,Bell Canada,Sherbrooke,-71.8986,45.3891,Canada,CAN,NA,Bell Canada,AS577
447,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,24.119.98.238,Cable One,Jerome,-114.365,42.7595,United States,USA,NA,Cable One,AS11492
448,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,69.70.97.174,Videotron Ltee,Lévis,-71.1779,46.8033,Canada,CAN,NA,Videotron Ltee,AS5769
449,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,184.70.26.50,Shaw Communications,Vancouver,-123.1408,49.299,Canada,CAN,NA,Shaw Communications,AS6327
450,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,216.220.98.93,Bway.net,New York,-73.9885,40.7317,United States,USA,NA,Bway.net,AS8059
451,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,195.165.182.213,Telia Finland Oyj,Kouvola,26.6709,60.8669,Finland,FIN,NA,TeliaSonera Finland Oyj,AS1759
452,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,88.117.168.57,Telekom Austria,Gleisdorf,15.6983,47.1217,Austria,AUT,NA,Telekom Austria,AS8447
453,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,71.7.181.202,EastLink,Truro,-63.2654,45.3668,Canada,CAN,NA,EastLink,AS11260
454,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,104.191.226.1,AT&T U-verse,NA,-97.822,37.751,United States,USA,NA,AT&T U-verse,AS7018
455,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,98.118.102.3,Verizon Fios Business,Wilmington,-71.1745,42.5653,United States,USA,NA,Verizon Fios Business,AS701
456,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,82.219.234.105,Exa Networks Limited,Crawley,-0.183300000000003,51.1167,United Kingdom,GBR,NA,Exa Networks Limited,AS30740
457,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,77.226.179.204,Vodafone Spain,NA,-3.684,40.4172,Spain,ESP,NA,Vodafone Spain,AS12430
458,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,85.53.145.61,Orange Espana,Tarragona,1.25,41.1167,Spain,ESP,NA,Orange Espana,AS12479
459,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,73.199.145.91,Comcast Cable,Maple Shade,-74.9924,39.9526,United States,USA,NA,Comcast Cable,AS7922
460,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,62.92.134.86,Telenor Norge AS,Oslo,10.7461,59.9127,Norway,NOR,NA,Rezidor Hospitality Norway AS,AS2119
461,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,81.168.91.115,Eclipse Internet,Westminster,-0.116700000000009,51.5,United Kingdom,GBR,NA,Eclipse Internet,AS12513
462,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,207.237.125.25,RCN,New York,-74.0203,40.6888,United States,USA,NA,RCN,AS6079
463,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,50.242.112.57,Comcast Cable,San Mateo,-122.3041,37.5402,United States,USA,NA,Comcast Business,AS7922
464,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,198.16.29.214,Marco Island Cable,Marco Island,-81.6977,25.9376,United States,USA,NA,Summit Broadband,AS26205
465,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,69.51.203.167,Sogetel,Nicolet,-72.6158,46.2168,Canada,CAN,NA,Sogetel,AS4540
466,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,194.157.204.38,Elisa Oyj,Helsinki,24.9342,60.1756,Finland,FIN,NA,Elisa Oyj,AS719
467,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,109.204.202.58,Tampereen Puhelin Oy,Tampere,23.7532,61.5006,Finland,FIN,NA,Tampereen Puhelin Oy,AS50503
468,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,176.35.206.135,Daisy Communications Ltd,Grasmere,-3.01669999999999,54.45,United Kingdom,GBR,NA,Daisy Communications Ltd,AS5413
469,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,12.42.100.242,AT&T Services,Pompano Beach,-80.2186,26.214,United States,USA,NA,AT&T Services,AS7018
470,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,109.204.204.229,Tampereen Puhelin Oy,Tampere,23.7532,61.5006,Finland,FIN,NA,Tampereen Puhelin Oy,AS50503
471,Delta Controls,enteliTOUCH,DELTA enteliTOUCH,89.242.2.28,TalkTalk,Catford,-0.0166999999999859,51.45,United Kingdom,GBR,NA,TalkTalk,AS13285
472,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,192.76.177.141,New York University,New York,-73.9885,40.7317,United States,USA,NA,New York University,AS12
473,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,170.254.48.231,Autoridad del Canal de Panama,Panama,-79.5197,8.99359999999999,Panama,PAN,NA,Autoridad del Canal de Panama,AS23414
474,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,201.221.230.58,Liberty Technologies Corp.,Panama,-79.5197,8.99359999999999,Panama,PAN,NA,Liberty Technologies Corp.,AS27928
475,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,50.74.45.243,Time Warner Cable,West Hempstead,-73.6502,40.6894,United States,USA,NA,Time Warner Cable,AS12271
476,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,108.14.52.186,Verizon Fios Business,New York,-73.9813,40.7769,United States,USA,NA,Verizon Fios Business,AS701
477,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,96.239.100.104,Verizon Fios Business,New York,-73.9885,40.7317,United States,USA,NA,Verizon Fios Business,AS701
478,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,165.98.139.210,Centro De Administracion Nic.ni,Managua,-86.2683,12.1508,Nicaragua,NIC,NA,Amnet Telecomunicaciones S.A.,AS27742
