,v_fabricante,v_producto,v_cadena_busqueda,aux.matches.ip_str,aux.matches.isp,aux.matches.location.city,aux.matches.location.longitude,aux.matches.location.latitude,aux.matches.location.country_name,aux.matches.location.country_code3,aux.matches.os,aux.matches.org,aux.matches.asn
637,Elster EnergyICT,Generic,EnergyICT,37.253.163.224,Telenor Norge AS,Namsos,11.4957,64.4662,Norway,NOR,NA,Telenor Norge AS,AS2119
638,Elster EnergyICT,Generic,EnergyICT,77.18.128.13,Telenor Norge AS,Skjeberg,11.1903,59.2115,Norway,NOR,NA,Telenor Norge AS,AS2119
639,Elster EnergyICT,Generic,EnergyICT,88.210.126.169,Nos Comunicacoes, S.A.,Loures,-9.16810000000001,38.8291,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
640,Elster EnergyICT,Generic,EnergyICT,77.18.157.121,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
641,Elster EnergyICT,Generic,EnergyICT,46.66.189.197,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
642,Elster EnergyICT,Generic,EnergyICT,77.16.25.55,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
643,Elster EnergyICT,Generic,EnergyICT,193.126.65.163,Nos Comunicacoes, S.A.,Oliveira De Azemeis,-8.49279999999999,40.8524,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
644,Elster EnergyICT,Generic,EnergyICT,77.16.17.233,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
645,Elster EnergyICT,Generic,EnergyICT,87.196.93.80,Nos Comunicacoes, S.A.,Lisbon,-9.13329999999999,38.7167,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
646,Elster EnergyICT,Generic,EnergyICT,46.66.183.77,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
647,Elster EnergyICT,Generic,EnergyICT,87.196.93.79,Nos Comunicacoes, S.A.,Lisbon,-9.13329999999999,38.7167,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
648,Elster EnergyICT,Generic,EnergyICT,37.253.162.144,Telenor Norge AS,Namsos,11.4957,64.4662,Norway,NOR,NA,Telenor Norge AS,AS2119
649,Elster EnergyICT,Generic,EnergyICT,87.196.93.102,Nos Comunicacoes, S.A.,Lisbon,-9.13329999999999,38.7167,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
650,Elster EnergyICT,Generic,EnergyICT,62.169.78.171,Nos Comunicacoes, S.A.,Vila Nova De Famalicão,-8.5198,41.408,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
651,Elster EnergyICT,Generic,EnergyICT,88.210.127.235,Nos Comunicacoes, S.A.,Loures,-9.16810000000001,38.8291,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
652,Elster EnergyICT,Generic,EnergyICT,87.196.93.36,Nos Comunicacoes, S.A.,Lisbon,-9.13329999999999,38.7167,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
653,Elster EnergyICT,Generic,EnergyICT,87.196.93.88,Nos Comunicacoes, S.A.,Lisbon,-9.13329999999999,38.7167,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
654,Elster EnergyICT,Generic,EnergyICT,46.66.176.29,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
655,Elster EnergyICT,Generic,EnergyICT,77.18.158.58,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
656,Elster EnergyICT,Generic,EnergyICT,77.16.23.222,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
657,Elster EnergyICT,Generic,EnergyICT,77.16.7.244,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
658,Elster EnergyICT,Generic,EnergyICT,46.66.179.137,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
659,Elster EnergyICT,Generic,EnergyICT,37.253.163.70,Telenor Norge AS,Namsos,11.4957,64.4662,Norway,NOR,NA,Telenor Norge AS,AS2119
660,Elster EnergyICT,Generic,EnergyICT,77.16.17.220,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
661,Elster EnergyICT,Generic,EnergyICT,77.16.6.135,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
662,Elster EnergyICT,Generic,EnergyICT,62.169.78.158,Nos Comunicacoes, S.A.,Vila Nova De Famalicão,-8.5198,41.408,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
663,Elster EnergyICT,Generic,EnergyICT,77.18.157.138,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
664,Elster EnergyICT,Generic,EnergyICT,62.169.78.88,Nos Comunicacoes, S.A.,Vila Nova De Famalicão,-8.5198,41.408,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
665,Elster EnergyICT,Generic,EnergyICT,37.253.162.236,Telenor Norge AS,Namsos,11.4957,64.4662,Norway,NOR,NA,Telenor Norge AS,AS2119
666,Elster EnergyICT,Generic,EnergyICT,178.50.222.45,Orange Belgium SA,Kalmthout,4.4667,51.3833,Belgium,BEL,NA,Apn - Webpro.be,AS47377
667,Elster EnergyICT,Generic,EnergyICT,77.18.146.28,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
668,Elster EnergyICT,Generic,EnergyICT,77.18.130.203,Telenor Norge AS,Skjeberg,11.1903,59.2115,Norway,NOR,NA,Telenor Norge AS,AS2119
669,Elster EnergyICT,Generic,EnergyICT,46.66.190.173,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
670,Elster EnergyICT,Generic,EnergyICT,37.253.166.9,Telenor Norge AS,Kolvereid,11.6046,64.8655,Norway,NOR,NA,Telenor Norge AS,AS2119
671,Elster EnergyICT,Generic,EnergyICT,88.210.126.176,Nos Comunicacoes, S.A.,Loures,-9.16810000000001,38.8291,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
672,Elster EnergyICT,RTU,EnergyICT RTU,77.16.19.153,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
673,Elster EnergyICT,RTU,EnergyICT RTU,77.18.138.6,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
674,Elster EnergyICT,RTU,EnergyICT RTU,46.66.167.231,Telenor Norge AS,Stange,11.1942,60.718,Norway,NOR,NA,Telenor Norge AS,AS2119
675,Elster EnergyICT,RTU,EnergyICT RTU,62.169.78.114,Nos Comunicacoes, S.A.,Vila Nova De Famalicão,-8.5198,41.408,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
676,Elster EnergyICT,RTU,EnergyICT RTU,62.169.78.97,Nos Comunicacoes, S.A.,Vila Nova De Famalicão,-8.5198,41.408,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
677,Elster EnergyICT,RTU,EnergyICT RTU,87.196.93.97,Nos Comunicacoes, S.A.,Lisbon,-9.13329999999999,38.7167,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
678,Elster EnergyICT,RTU,EnergyICT RTU,77.18.149.39,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
679,Elster EnergyICT,RTU,EnergyICT RTU,77.16.12.55,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
680,Elster EnergyICT,RTU,EnergyICT RTU,77.18.136.247,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
681,Elster EnergyICT,RTU,EnergyICT RTU,88.210.126.191,Nos Comunicacoes, S.A.,Loures,-9.16810000000001,38.8291,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
682,Elster EnergyICT,RTU,EnergyICT RTU,77.18.155.7,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
683,Elster EnergyICT,RTU,EnergyICT RTU,77.16.19.246,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
684,Elster EnergyICT,RTU,EnergyICT RTU,46.66.189.152,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
685,Elster EnergyICT,RTU,EnergyICT RTU,87.196.93.135,Nos Comunicacoes, S.A.,Lisbon,-9.13329999999999,38.7167,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
686,Elster EnergyICT,RTU,EnergyICT RTU,107.134.168.27,AT&T U-verse,NA,-97.822,37.751,United States,USA,NA,AT&T U-verse,AS7018
687,Elster EnergyICT,RTU,EnergyICT RTU,46.66.185.128,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
688,Elster EnergyICT,RTU,EnergyICT RTU,77.16.5.104,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
689,Elster EnergyICT,RTU,EnergyICT RTU,77.18.147.54,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
690,Elster EnergyICT,RTU,EnergyICT RTU,77.18.148.146,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
691,Elster EnergyICT,RTU,EnergyICT RTU,77.18.128.32,Telenor Norge AS,Skjeberg,11.1903,59.2115,Norway,NOR,NA,Telenor Norge AS,AS2119
692,Elster EnergyICT,RTU,EnergyICT RTU,46.66.190.114,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
693,Elster EnergyICT,RTU,EnergyICT RTU,62.169.78.161,Nos Comunicacoes, S.A.,Vila Nova De Famalicão,-8.5198,41.408,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
694,Elster EnergyICT,RTU,EnergyICT RTU,46.66.178.176,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
695,Elster EnergyICT,RTU,EnergyICT RTU,62.169.78.176,Nos Comunicacoes, S.A.,Vila Nova De Famalicão,-8.5198,41.408,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
696,Elster EnergyICT,RTU,EnergyICT RTU,88.210.126.131,Nos Comunicacoes, S.A.,Loures,-9.16810000000001,38.8291,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
697,Elster EnergyICT,RTU,EnergyICT RTU,77.18.140.94,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
698,Elster EnergyICT,RTU,EnergyICT RTU,62.169.78.78,Nos Comunicacoes, S.A.,Vila Nova De Famalicão,-8.5198,41.408,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
699,Elster EnergyICT,RTU,EnergyICT RTU,77.18.135.243,Telenor Norge AS,Skjeberg,11.1903,59.2115,Norway,NOR,NA,Telenor Norge AS,AS2119
700,Elster EnergyICT,RTU,EnergyICT RTU,46.66.184.118,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
701,Elster EnergyICT,RTU,EnergyICT RTU,62.169.78.94,Nos Comunicacoes, S.A.,Vila Nova De Famalicão,-8.5198,41.408,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
702,Elster EnergyICT,RTU,EnergyICT RTU,77.18.149.200,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
703,Elster EnergyICT,RTU,EnergyICT RTU,77.18.129.95,Telenor Norge AS,Skjeberg,11.1903,59.2115,Norway,NOR,NA,Telenor Norge AS,AS2119
704,Elster EnergyICT,RTU,EnergyICT RTU,46.66.190.187,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
705,Elster EnergyICT,RTU,EnergyICT RTU,46.66.185.137,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
706,Elster EnergyICT,RTU,EnergyICT RTU,46.66.177.194,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
707,Elster EnergyICT,RTU,EnergyICT RTU,77.16.25.128,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
708,Elster EnergyICT,RTU,EnergyICT RTU,88.210.126.127,Nos Comunicacoes, S.A.,Loures,-9.16810000000001,38.8291,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
709,Elster EnergyICT,RTU,EnergyICT RTU,46.66.184.101,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
710,Elster EnergyICT,RTU,EnergyICT RTU,87.196.93.87,Nos Comunicacoes, S.A.,Lisbon,-9.13329999999999,38.7167,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
711,Elster EnergyICT,RTU,EnergyICT RTU,87.196.93.16,Nos Comunicacoes, S.A.,Lisbon,-9.13329999999999,38.7167,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
712,Elster EnergyICT,RTU,EnergyICT RTU,77.18.129.182,Telenor Norge AS,Skjeberg,11.1903,59.2115,Norway,NOR,NA,Telenor Norge AS,AS2119
713,Elster EnergyICT,RTU,EnergyICT RTU,101.231.130.214,China Telecom Shanghai,Shanghai,121.3997,31.0456,China,CHN,NA,China Telecom Shanghai,AS4812
714,Elster EnergyICT,RTU,EnergyICT RTU,77.16.31.134,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
715,Elster EnergyICT,RTU,EnergyICT RTU,62.169.78.99,Nos Comunicacoes, S.A.,Vila Nova De Famalicão,-8.5198,41.408,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
716,Elster EnergyICT,RTU,EnergyICT RTU,77.18.153.147,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
717,Elster EnergyICT,RTU,EnergyICT RTU,46.66.172.133,Telenor Norge AS,Stange,11.1942,60.718,Norway,NOR,NA,Telenor Norge AS,AS2119
718,Elster EnergyICT,RTU,EnergyICT RTU,77.16.7.10,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
719,Elster EnergyICT,RTU,EnergyICT RTU,77.16.10.188,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
720,Elster EnergyICT,RTU,EnergyICT RTU,87.196.93.136,Nos Comunicacoes, S.A.,Lisbon,-9.13329999999999,38.7167,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
721,Elster EnergyICT,RTU,EnergyICT RTU,77.16.7.114,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
722,Elster EnergyICT,RTU,EnergyICT RTU,46.66.181.149,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
723,Elster EnergyICT,RTU,EnergyICT RTU,77.18.142.87,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
724,Elster EnergyICT,RTU,EnergyICT RTU,77.16.30.43,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
725,Elster EnergyICT,RTU,EnergyICT RTU,87.196.93.147,Nos Comunicacoes, S.A.,Lisbon,-9.13329999999999,38.7167,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
726,Elster EnergyICT,RTU,EnergyICT RTU,77.18.149.38,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
727,Elster EnergyICT,RTU,EnergyICT RTU,77.16.5.2,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
728,Elster EnergyICT,RTU,EnergyICT RTU,62.169.78.153,Nos Comunicacoes, S.A.,Vila Nova De Famalicão,-8.5198,41.408,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
729,Elster EnergyICT,RTU,EnergyICT RTU,46.66.190.50,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
730,Elster EnergyICT,RTU,EnergyICT RTU,77.16.21.113,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
731,Elster EnergyICT,RTU,EnergyICT RTU,77.16.15.38,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
732,Elster EnergyICT,RTU,EnergyICT RTU,77.18.154.92,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
733,Elster EnergyICT,RTU,EnergyICT RTU,46.66.169.115,Telenor Norge AS,Stange,11.1942,60.718,Norway,NOR,NA,Telenor Norge AS,AS2119
734,Elster EnergyICT,RTU,EnergyICT RTU,62.169.78.116,Nos Comunicacoes, S.A.,Vila Nova De Famalicão,-8.5198,41.408,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
735,Elster EnergyICT,RTU,EnergyICT RTU,77.16.4.98,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
736,Elster EnergyICT,RTU,EnergyICT RTU,77.18.132.211,Telenor Norge AS,Skjeberg,11.1903,59.2115,Norway,NOR,NA,Telenor Norge AS,AS2119
737,Elster EnergyICT,RTU,EnergyICT RTU,37.253.163.224,Telenor Norge AS,Namsos,11.4957,64.4662,Norway,NOR,NA,Telenor Norge AS,AS2119
738,Elster EnergyICT,RTU,EnergyICT RTU,77.18.128.13,Telenor Norge AS,Skjeberg,11.1903,59.2115,Norway,NOR,NA,Telenor Norge AS,AS2119
739,Elster EnergyICT,RTU,EnergyICT RTU,88.210.126.169,Nos Comunicacoes, S.A.,Loures,-9.16810000000001,38.8291,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
740,Elster EnergyICT,RTU,EnergyICT RTU,77.18.157.121,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
741,Elster EnergyICT,RTU,EnergyICT RTU,46.66.189.197,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
742,Elster EnergyICT,RTU,EnergyICT RTU,77.16.25.55,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
743,Elster EnergyICT,RTU,EnergyICT RTU,193.126.65.163,Nos Comunicacoes, S.A.,Oliveira De Azemeis,-8.49279999999999,40.8524,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
744,Elster EnergyICT,RTU,EnergyICT RTU,77.16.17.233,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
745,Elster EnergyICT,RTU,EnergyICT RTU,87.196.93.80,Nos Comunicacoes, S.A.,Lisbon,-9.13329999999999,38.7167,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
746,Elster EnergyICT,RTU,EnergyICT RTU,46.66.183.77,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
747,Elster EnergyICT,RTU,EnergyICT RTU,87.196.93.79,Nos Comunicacoes, S.A.,Lisbon,-9.13329999999999,38.7167,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
748,Elster EnergyICT,RTU,EnergyICT RTU,37.253.162.144,Telenor Norge AS,Namsos,11.4957,64.4662,Norway,NOR,NA,Telenor Norge AS,AS2119
749,Elster EnergyICT,RTU,EnergyICT RTU,87.196.93.102,Nos Comunicacoes, S.A.,Lisbon,-9.13329999999999,38.7167,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
750,Elster EnergyICT,RTU,EnergyICT RTU,62.169.78.171,Nos Comunicacoes, S.A.,Vila Nova De Famalicão,-8.5198,41.408,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
751,Elster EnergyICT,RTU,EnergyICT RTU,88.210.127.235,Nos Comunicacoes, S.A.,Loures,-9.16810000000001,38.8291,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
752,Elster EnergyICT,RTU,EnergyICT RTU,87.196.93.36,Nos Comunicacoes, S.A.,Lisbon,-9.13329999999999,38.7167,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
753,Elster EnergyICT,RTU,EnergyICT RTU,87.196.93.88,Nos Comunicacoes, S.A.,Lisbon,-9.13329999999999,38.7167,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
754,Elster EnergyICT,RTU,EnergyICT RTU,46.66.176.29,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
755,Elster EnergyICT,RTU,EnergyICT RTU,77.18.158.58,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
756,Elster EnergyICT,RTU,EnergyICT RTU,77.16.23.222,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
757,Elster EnergyICT,RTU,EnergyICT RTU,77.16.7.244,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
758,Elster EnergyICT,RTU,EnergyICT RTU,46.66.179.137,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
759,Elster EnergyICT,RTU,EnergyICT RTU,37.253.163.70,Telenor Norge AS,Namsos,11.4957,64.4662,Norway,NOR,NA,Telenor Norge AS,AS2119
760,Elster EnergyICT,RTU,EnergyICT RTU,77.16.17.220,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
761,Elster EnergyICT,RTU,EnergyICT RTU,77.16.6.135,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
762,Elster EnergyICT,RTU,EnergyICT RTU,62.169.78.158,Nos Comunicacoes, S.A.,Vila Nova De Famalicão,-8.5198,41.408,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
763,Elster EnergyICT,RTU,EnergyICT RTU,77.18.157.138,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
764,Elster EnergyICT,RTU,EnergyICT RTU,62.169.78.88,Nos Comunicacoes, S.A.,Vila Nova De Famalicão,-8.5198,41.408,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
765,Elster EnergyICT,RTU,EnergyICT RTU,37.253.162.236,Telenor Norge AS,Namsos,11.4957,64.4662,Norway,NOR,NA,Telenor Norge AS,AS2119
766,Elster EnergyICT,RTU,EnergyICT RTU,178.50.222.45,Orange Belgium SA,Kalmthout,4.4667,51.3833,Belgium,BEL,NA,Apn - Webpro.be,AS47377
767,Elster EnergyICT,RTU,EnergyICT RTU,77.18.146.28,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
768,Elster EnergyICT,RTU,EnergyICT RTU,77.18.130.203,Telenor Norge AS,Skjeberg,11.1903,59.2115,Norway,NOR,NA,Telenor Norge AS,AS2119
769,Elster EnergyICT,RTU,EnergyICT RTU,46.66.190.173,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
770,Elster EnergyICT,RTU,EnergyICT RTU,37.253.166.9,Telenor Norge AS,Kolvereid,11.6046,64.8655,Norway,NOR,NA,Telenor Norge AS,AS2119
771,Elster EnergyICT,RTU,EnergyICT RTU,88.210.126.176,Nos Comunicacoes, S.A.,Loures,-9.16810000000001,38.8291,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
